user_id,date_served,marketing_channel,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100000357,01/29/18,House Ads,TRUE,English,English,19-24 years,01/29/18,02/20/18,House Ads,FALSE
a100000358,01/30/18,House Ads,TRUE,English,English,24-30 years,01/30/18,,House Ads,TRUE
a100000359,01/31/18,House Ads,TRUE,English,English,0-18 years,01/31/18,,House Ads,TRUE
a100000360,01/11/18,House Ads,TRUE,English,English,19-24 years,01/11/18,02/24/18,House Ads,FALSE
a100000361,01/12/18,House Ads,TRUE,English,English,24-30 years,01/12/18,02/21/18,House Ads,FALSE
a100000362,01/13/18,House Ads,TRUE,English,German,0-18 years,01/13/18,02/12/18,House Ads,FALSE
a100000363,01/14/18,House Ads,TRUE,English,English,19-24 years,01/14/18,02/18/18,House Ads,FALSE
a100000364,01/15/18,House Ads,TRUE,English,English,24-30 years,01/15/18,03/17/18,House Ads,FALSE
a100000365,01/16/18,House Ads,TRUE,English,English,30-36 years,01/16/18,03/29/18,House Ads,FALSE
a100000366,01/17/18,House Ads,TRUE,English,Spanish,36-45 years,01/17/18,02/16/18,House Ads,FALSE
a100000367,01/18/18,House Ads,TRUE,English,English,45-55 years,01/18/18,02/10/18,House Ads,FALSE
a100000368,01/19/18,House Ads,TRUE,English,English,55+ years,01/19/18,04/06/18,House Ads,FALSE
a100000369,01/20/18,House Ads,TRUE,English,English,0-18 years,01/20/18,,House Ads,TRUE
a100000370,01/21/18,House Ads,TRUE,English,English,19-24 years,01/21/18,,House Ads,TRUE
a100000371,01/22/18,House Ads,TRUE,English,Arabic,24-30 years,01/22/18,,House Ads,TRUE
a100000372,01/23/18,House Ads,TRUE,English,English,30-36 years,01/23/18,,House Ads,TRUE
a100000373,01/24/18,House Ads,TRUE,English,English,36-45 years,01/24/18,,House Ads,TRUE
a100000374,01/25/18,House Ads,TRUE,English,German,45-55 years,01/25/18,,House Ads,TRUE
a100000375,01/26/18,House Ads,TRUE,English,Spanish,55+ years,01/26/18,,House Ads,TRUE
a100000376,01/27/18,House Ads,TRUE,English,Spanish,0-18 years,01/27/18,,House Ads,TRUE
a100000377,01/28/18,House Ads,TRUE,English,English,19-24 years,01/28/18,,House Ads,TRUE
a100000378,01/29/18,House Ads,TRUE,English,English,24-30 years,01/29/18,04/09/18,House Ads,FALSE
a100000379,01/30/18,House Ads,TRUE,English,Spanish,30-36 years,01/30/18,03/23/18,House Ads,FALSE
a100000380,01/31/18,House Ads,TRUE,English,English,36-45 years,01/31/18,05/09/18,House Ads,FALSE
a100000381,01/11/18,House Ads,TRUE,English,English,45-55 years,01/11/18,03/20/18,House Ads,FALSE
a100000382,01/12/18,House Ads,TRUE,English,English,55+ years,01/12/18,02/05/18,House Ads,FALSE
a100000383,01/13/18,House Ads,TRUE,English,English,0-18 years,01/13/18,03/19/18,House Ads,FALSE
a100000384,01/14/18,House Ads,TRUE,English,English,19-24 years,01/14/18,01/28/18,House Ads,FALSE
a100000385,01/15/18,House Ads,TRUE,English,English,24-30 years,01/15/18,03/22/18,House Ads,FALSE
a100000386,01/16/18,House Ads,TRUE,English,English,30-36 years,01/16/18,02/01/18,House Ads,FALSE
a100000387,01/17/18,House Ads,TRUE,English,Spanish,36-45 years,01/17/18,02/03/18,House Ads,FALSE
a100000388,01/18/18,House Ads,TRUE,English,German,45-55 years,01/18/18,03/31/18,House Ads,FALSE
a100000389,01/19/18,House Ads,TRUE,English,English,55+ years,01/19/18,04/19/18,House Ads,FALSE
a100000390,01/20/18,House Ads,TRUE,English,Arabic,0-18 years,01/20/18,01/31/18,House Ads,FALSE
a100000391,01/21/18,House Ads,TRUE,English,English,19-24 years,01/21/18,04/03/18,House Ads,FALSE
a100000392,01/22/18,House Ads,TRUE,English,English,24-30 years,01/22/18,02/16/18,House Ads,FALSE
a100000393,01/23/18,House Ads,TRUE,English,English,30-36 years,01/23/18,03/28/18,House Ads,FALSE
a100000394,01/24/18,House Ads,TRUE,English,English,36-45 years,01/24/18,02/20/18,House Ads,FALSE
a100000395,01/25/18,House Ads,TRUE,English,English,45-55 years,01/25/18,,House Ads,TRUE
a100000396,01/26/18,House Ads,TRUE,English,Spanish,55+ years,01/26/18,,House Ads,TRUE
a100000397,01/27/18,House Ads,TRUE,English,English,0-18 years,01/27/18,,House Ads,TRUE
a100000398,01/28/18,House Ads,TRUE,English,English,19-24 years,01/28/18,02/05/18,House Ads,FALSE
a100000399,01/29/18,House Ads,TRUE,English,Arabic,24-30 years,01/29/18,03/09/18,House Ads,FALSE
a100000400,01/30/18,House Ads,TRUE,English,English,30-36 years,01/30/18,04/08/18,House Ads,FALSE
a100000401,01/31/18,House Ads,TRUE,English,Arabic,36-45 years,01/31/18,04/19/18,House Ads,FALSE
a100000402,01/11/18,House Ads,TRUE,English,English,45-55 years,01/11/18,02/25/18,House Ads,FALSE
a100000403,01/13/18,House Ads,TRUE,English,English,55+ years,01/13/18,01/24/18,House Ads,FALSE
a100000404,01/14/18,House Ads,TRUE,English,English,0-18 years,01/14/18,01/22/18,House Ads,FALSE
a100000405,01/15/18,House Ads,TRUE,English,English,19-24 years,01/15/18,04/08/18,House Ads,FALSE
a100000406,01/16/18,House Ads,TRUE,English,English,24-30 years,01/16/18,03/13/18,House Ads,FALSE
a100000407,01/17/18,House Ads,TRUE,English,Spanish,0-18 years,01/17/18,,House Ads,TRUE
a100000408,01/18/18,House Ads,TRUE,English,English,19-24 years,01/18/18,,House Ads,TRUE
a100000409,01/19/18,House Ads,TRUE,English,Arabic,24-30 years,01/19/18,,House Ads,TRUE
a100000410,01/20/18,House Ads,TRUE,English,English,0-18 years,01/20/18,,House Ads,TRUE
a100000411,01/22/18,House Ads,TRUE,English,English,19-24 years,01/22/18,,House Ads,TRUE
a100000412,01/23/18,House Ads,TRUE,English,English,24-30 years,01/23/18,,House Ads,TRUE
a100000413,01/24/18,House Ads,TRUE,English,English,0-18 years,01/24/18,,House Ads,TRUE
a100000414,01/25/18,House Ads,TRUE,English,English,19-24 years,01/25/18,,House Ads,TRUE
a100000415,01/26/18,House Ads,TRUE,English,English,24-30 years,01/26/18,,House Ads,TRUE
a100000416,01/27/18,House Ads,TRUE,English,English,0-18 years,01/27/18,,House Ads,TRUE
a100000417,01/28/18,House Ads,TRUE,English,English,19-24 years,01/28/18,,House Ads,TRUE
a100000418,01/29/18,House Ads,TRUE,English,Arabic,24-30 years,01/29/18,,House Ads,TRUE
a100000419,01/30/18,House Ads,TRUE,English,English,0-18 years,01/30/18,,House Ads,TRUE
a100000420,01/31/18,House Ads,TRUE,English,Spanish,19-24 years,01/31/18,,House Ads,TRUE
a100000494,01/11/18,House Ads,TRUE,English,English,24-30 years,01/11/18,,House Ads,TRUE
a100000495,01/13/18,House Ads,TRUE,English,English,30-36 years,01/13/18,,House Ads,TRUE
a100000496,01/14/18,House Ads,TRUE,English,English,36-45 years,01/14/18,,House Ads,TRUE
a100000497,01/15/18,House Ads,TRUE,English,English,45-55 years,01/15/18,,House Ads,TRUE
a100000498,01/16/18,House Ads,TRUE,English,English,55+ years,01/16/18,,House Ads,TRUE
a100000499,01/17/18,House Ads,TRUE,English,English,0-18 years,01/17/18,,House Ads,TRUE
a100000500,01/18/18,House Ads,TRUE,English,English,19-24 years,01/18/18,,House Ads,TRUE
a100000509,01/20/18,House Ads,TRUE,English,English,24-30 years,01/20/18,,House Ads,TRUE
a100000510,01/21/18,House Ads,TRUE,English,English,0-18 years,01/21/18,,House Ads,TRUE
a100000511,01/22/18,House Ads,TRUE,English,German,19-24 years,01/22/18,,House Ads,TRUE
a100000512,01/24/18,House Ads,TRUE,English,English,24-30 years,01/24/18,,House Ads,TRUE
a100000513,01/25/18,House Ads,TRUE,English,English,0-18 years,01/25/18,,House Ads,TRUE
a100000514,01/26/18,House Ads,TRUE,English,English,19-24 years,01/26/18,,House Ads,TRUE
a100000515,01/27/18,House Ads,TRUE,English,English,24-30 years,01/27/18,,House Ads,TRUE
a100000523,01/28/18,House Ads,TRUE,English,English,0-18 years,01/28/18,,House Ads,TRUE
a100000524,01/30/18,House Ads,TRUE,English,Spanish,19-24 years,01/30/18,,House Ads,TRUE
a100000525,01/31/18,House Ads,TRUE,English,English,24-30 years,01/31/18,,House Ads,TRUE
a100000526,01/01/18,Email,TRUE,Arabic,Arabic,0-18 years,01/01/18,,Email,TRUE
a100000527,01/02/18,Push,TRUE,English,English,19-24 years,01/02/18,,Push,TRUE
a100000528,01/03/18,Facebook,TRUE,English,English,24-30 years,01/03/18,,Facebook,TRUE
a100000529,01/04/18,Instagram,TRUE,English,English,0-18 years,01/04/18,,Instagram,TRUE
a100000530,01/05/18,Email,TRUE,Arabic,Arabic,19-24 years,01/05/18,,Email,TRUE
a100000531,01/06/18,Push,TRUE,English,English,24-30 years,01/06/18,,Push,TRUE
a100000532,01/07/18,Facebook,TRUE,English,English,30-36 years,01/07/18,,Facebook,TRUE
a100000533,01/08/18,Instagram,TRUE,English,English,36-45 years,01/08/18,,Instagram,TRUE
a100000534,01/09/18,Email,FALSE,English,English,45-55 years,01/09/18,,Email,TRUE
a100000535,01/10/18,Push,TRUE,English,English,55+ years,01/10/18,,Push,TRUE
a100000536,01/11/18,Facebook,TRUE,English,English,0-18 years,01/11/18,03/26/18,Facebook,FALSE
a100000537,01/12/18,Instagram,TRUE,English,English,19-24 years,01/12/18,02/25/18,Instagram,FALSE
a100000538,01/13/18,Email,TRUE,Arabic,Arabic,24-30 years,01/13/18,01/23/18,Email,FALSE
a100000539,01/14/18,Push,TRUE,English,English,0-18 years,01/14/18,02/28/18,Push,FALSE
a100000540,01/15/18,Facebook,TRUE,English,English,19-24 years,01/15/18,03/25/18,Facebook,FALSE
a100000541,01/16/18,Instagram,TRUE,English,English,24-30 years,01/16/18,03/12/18,Instagram,FALSE
a100000542,01/17/18,Email,TRUE,English,English,0-18 years,01/17/18,02/12/18,Email,FALSE
a100000543,01/18/18,Push,TRUE,English,English,19-24 years,01/18/18,04/27/18,Push,FALSE
a100000544,01/19/18,Facebook,TRUE,English,English,24-30 years,01/19/18,01/29/18,Facebook,FALSE
a100000545,01/20/18,Instagram,TRUE,English,English,0-18 years,01/20/18,,Instagram,TRUE
a100000546,01/21/18,Email,TRUE,English,English,19-24 years,01/21/18,,Email,TRUE
a100000547,01/22/18,Push,TRUE,English,English,24-30 years,01/22/18,,Push,TRUE
a100000548,01/23/18,Facebook,TRUE,English,English,0-18 years,01/23/18,,Facebook,TRUE
a100000549,01/24/18,Instagram,TRUE,English,English,19-24 years,01/24/18,,Instagram,TRUE
a100000550,01/25/18,Email,TRUE,English,English,24-30 years,01/25/18,,Email,TRUE
a100000551,01/26/18,Push,TRUE,English,English,0-18 years,01/26/18,,Push,TRUE
a100000552,01/27/18,Facebook,TRUE,English,English,19-24 years,01/27/18,,Facebook,TRUE
a100000553,01/28/18,Instagram,TRUE,English,English,24-30 years,01/28/18,,Instagram,TRUE
a100000554,01/29/18,Email,FALSE,English,English,30-36 years,01/29/18,,Email,TRUE
a100000555,01/30/18,Push,TRUE,English,English,36-45 years,01/30/18,05/02/18,Push,FALSE
a100000556,01/31/18,Facebook,TRUE,English,English,45-55 years,01/31/18,03/05/18,Facebook,FALSE
a100000557,01/01/18,Instagram,TRUE,English,English,55+ years,01/01/18,01/09/18,Instagram,FALSE
a100000558,01/02/18,Email,TRUE,English,English,0-18 years,01/02/18,03/26/18,Email,FALSE
a100000559,01/03/18,Push,TRUE,English,English,19-24 years,01/03/18,01/06/18,Push,FALSE
a100000560,01/04/18,Facebook,TRUE,English,English,24-30 years,01/04/18,01/25/18,Facebook,FALSE
a100000561,01/05/18,Instagram,TRUE,English,English,0-18 years,01/05/18,04/07/18,Instagram,FALSE
a100000562,01/06/18,Email,FALSE,English,English,19-24 years,01/06/18,02/15/18,Email,FALSE
a100000563,01/07/18,Push,TRUE,English,English,24-30 years,01/07/18,01/10/18,Push,FALSE
a100000564,01/08/18,Facebook,TRUE,English,English,0-18 years,01/08/18,,Facebook,TRUE
a100000565,01/09/18,Instagram,TRUE,English,English,19-24 years,01/09/18,,Instagram,TRUE
a100000566,01/10/18,Facebook,TRUE,English,English,24-30 years,01/10/18,,Facebook,TRUE
a100000567,01/11/18,Facebook,TRUE,English,English,0-18 years,01/11/18,,Facebook,TRUE
a100000568,01/12/18,Facebook,TRUE,English,English,19-24 years,01/12/18,,Facebook,TRUE
a100000569,01/13/18,Facebook,TRUE,English,English,24-30 years,01/13/18,,Facebook,TRUE
a100000570,01/14/18,Facebook,TRUE,English,English,0-18 years,01/14/18,,Facebook,TRUE
a100000571,01/15/18,Facebook,TRUE,English,English,19-24 years,01/15/18,02/26/18,Facebook,FALSE
a100000572,01/16/18,Facebook,TRUE,English,English,24-30 years,01/16/18,01/23/18,Facebook,FALSE
a100000573,01/17/18,Facebook,TRUE,English,English,0-18 years,01/17/18,01/21/18,Facebook,FALSE
a100000574,01/18/18,Facebook,TRUE,English,English,19-24 years,01/18/18,01/19/18,Facebook,FALSE
a100000575,01/19/18,Facebook,TRUE,English,English,24-30 years,01/19/18,02/23/18,Facebook,FALSE
a100000576,01/20/18,Facebook,TRUE,English,English,30-36 years,01/20/18,04/21/18,Facebook,FALSE
a100000577,01/21/18,Facebook,TRUE,English,English,36-45 years,01/21/18,03/31/18,Facebook,FALSE
a100000578,01/22/18,Facebook,TRUE,English,English,45-55 years,01/22/18,04/02/18,Facebook,FALSE
a100000579,01/23/18,Facebook,TRUE,English,English,55+ years,01/23/18,02/16/18,Facebook,FALSE
a100000580,01/24/18,Facebook,TRUE,English,English,0-18 years,01/24/18,,Facebook,TRUE
a100000581,01/25/18,Facebook,TRUE,English,English,19-24 years,01/25/18,,Facebook,TRUE
a100000582,01/26/18,Facebook,TRUE,English,English,24-30 years,01/26/18,,Facebook,TRUE
a100000583,01/27/18,Facebook,TRUE,English,English,0-18 years,01/27/18,,Facebook,TRUE
a100000584,01/28/18,Facebook,TRUE,English,English,19-24 years,01/28/18,,Facebook,TRUE
a100000585,01/29/18,Facebook,TRUE,English,English,24-30 years,01/29/18,,Facebook,TRUE
a100000586,01/30/18,Facebook,TRUE,English,English,0-18 years,01/30/18,,Facebook,TRUE
a100000587,01/31/18,Facebook,TRUE,English,English,19-24 years,01/31/18,,Facebook,TRUE
a100000588,01/01/18,Facebook,TRUE,English,English,24-30 years,01/01/18,,Facebook,TRUE
a100000589,01/02/18,Facebook,TRUE,English,English,0-18 years,01/02/18,,Facebook,TRUE
a100000590,01/03/18,Facebook,TRUE,English,English,19-24 years,01/03/18,,Facebook,TRUE
a100000591,01/04/18,Facebook,TRUE,English,English,24-30 years,01/04/18,,Facebook,TRUE
a100000592,01/05/18,Facebook,TRUE,English,English,0-18 years,01/05/18,,Facebook,TRUE
a100000593,01/06/18,Facebook,TRUE,English,English,19-24 years,01/06/18,,Facebook,TRUE
a100000594,01/07/18,Facebook,TRUE,English,English,24-30 years,01/07/18,,Facebook,TRUE
a100000595,01/08/18,Facebook,TRUE,English,English,19-24 years,01/08/18,,Facebook,TRUE
a100000596,01/09/18,Facebook,TRUE,English,English,24-30 years,01/09/18,04/03/18,Facebook,FALSE
a100000597,01/10/18,Facebook,TRUE,English,English,0-18 years,01/10/18,01/25/18,Facebook,FALSE
a100000598,01/11/18,Facebook,TRUE,English,English,19-24 years,01/11/18,02/03/18,Facebook,FALSE
a100000599,01/12/18,Facebook,TRUE,English,English,24-30 years,01/12/18,01/28/18,Facebook,FALSE
a100000600,01/13/18,Facebook,TRUE,English,English,0-18 years,01/13/18,03/28/18,Facebook,FALSE
a100000601,01/14/18,Facebook,TRUE,English,English,19-24 years,01/14/18,03/25/18,Facebook,FALSE
a100000602,01/15/18,Facebook,TRUE,English,English,24-30 years,01/15/18,02/13/18,Facebook,FALSE
a100000603,01/16/18,Facebook,TRUE,English,English,24-30 years,01/16/18,04/16/18,Facebook,FALSE
a100000604,01/17/18,Facebook,TRUE,English,English,0-18 years,01/17/18,02/18/18,Facebook,FALSE
a100000605,01/18/18,Facebook,TRUE,English,English,19-24 years,01/18/18,,Facebook,TRUE
a100000606,01/19/18,Facebook,TRUE,English,English,24-30 years,01/19/18,,Facebook,TRUE
a100000607,01/20/18,Facebook,TRUE,English,English,30-36 years,01/20/18,,Facebook,TRUE
a100000608,01/21/18,Facebook,TRUE,English,English,36-45 years,01/21/18,,Facebook,TRUE
a100000609,01/22/18,Facebook,TRUE,English,English,45-55 years,01/22/18,,Facebook,TRUE
a100000610,01/23/18,Facebook,TRUE,English,English,55+ years,01/23/18,,Facebook,TRUE
a100000611,01/24/18,Facebook,TRUE,English,English,0-18 years,01/24/18,,Facebook,TRUE
a100000612,01/25/18,Facebook,TRUE,English,English,19-24 years,01/25/18,,Facebook,TRUE
a100000613,01/26/18,Facebook,TRUE,English,English,24-30 years,01/26/18,,Facebook,TRUE
a100000614,01/27/18,Facebook,TRUE,English,English,30-36 years,01/27/18,,Facebook,TRUE
a100000615,01/28/18,Facebook,TRUE,English,English,36-45 years,01/28/18,,Facebook,TRUE
a100000616,01/29/18,Facebook,TRUE,English,English,45-55 years,01/29/18,,Facebook,TRUE
a100000617,01/30/18,Facebook,TRUE,English,English,55+ years,01/30/18,,Facebook,TRUE
a100000617,01/30/18,Facebook,FALSE,English,English,55+ years,01/30/18,,Facebook,TRUE
a100000618,01/31/18,Facebook,TRUE,English,English,0-18 years,01/31/18,,Facebook,TRUE
a100000618,01/31/18,Facebook,FALSE,English,English,0-18 years,01/31/18,,Facebook,TRUE
a100000619,01/21/18,Facebook,TRUE,English,English,19-24 years,01/21/18,,Facebook,TRUE
a100000619,01/21/18,Facebook,FALSE,English,English,19-24 years,01/21/18,,Facebook,TRUE
a100000620,01/22/18,Facebook,TRUE,English,English,24-30 years,01/22/18,,Facebook,TRUE
a100000620,01/22/18,Facebook,FALSE,English,English,24-30 years,01/22/18,,Facebook,TRUE
a100000621,01/23/18,Facebook,TRUE,English,English,30-36 years,01/23/18,,Facebook,TRUE
a100000621,01/23/18,Facebook,FALSE,English,English,30-36 years,01/23/18,,Facebook,TRUE
a100000622,01/24/18,Facebook,TRUE,English,English,36-45 years,01/24/18,,Facebook,TRUE
a100000622,01/24/18,Facebook,FALSE,English,English,36-45 years,01/24/18,,Facebook,TRUE
a100000623,01/25/18,Facebook,TRUE,English,English,45-55 years,01/25/18,,Facebook,TRUE
a100000623,01/25/18,Facebook,FALSE,English,English,45-55 years,01/25/18,,Facebook,TRUE
a100000624,01/26/18,Facebook,TRUE,English,English,55+ years,01/26/18,,Facebook,TRUE
a100000624,01/26/18,Facebook,FALSE,English,English,55+ years,01/26/18,,Facebook,TRUE
a100000625,01/27/18,Facebook,TRUE,English,English,0-18 years,01/27/18,,Facebook,TRUE
a100000625,01/27/18,Facebook,FALSE,English,English,0-18 years,01/27/18,,Facebook,TRUE
a100000626,01/28/18,Facebook,TRUE,English,English,19-24 years,01/28/18,,Facebook,TRUE
a100000626,01/28/18,Facebook,FALSE,English,English,19-24 years,01/28/18,,Facebook,TRUE
a100000627,01/29/18,Facebook,TRUE,English,English,24-30 years,01/29/18,,Facebook,TRUE
a100000627,01/29/18,Facebook,FALSE,English,English,24-30 years,01/29/18,,Facebook,TRUE
a100000628,01/30/18,Email,TRUE,English,English,24-30 years,01/30/18,,Email,TRUE
a100000628,01/30/18,Email,FALSE,English,English,24-30 years,01/30/18,,Email,TRUE
a100000629,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,,Email,TRUE
a100000629,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,,Email,TRUE
a100000630,01/15/18,Email,TRUE,English,English,19-24 years,01/15/18,,Email,TRUE
a100000630,01/15/18,Email,FALSE,English,English,19-24 years,01/15/18,,Email,TRUE
a100000631,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000631,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000632,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000632,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000633,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,,Email,TRUE
a100000633,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,,Email,TRUE
a100000634,01/15/18,Email,TRUE,English,English,19-24 years,01/15/18,02/09/18,Email,FALSE
a100000635,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,03/15/18,Email,FALSE
a100000636,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,04/08/18,Email,FALSE
a100000637,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,04/17/18,Email,FALSE
a100000638,01/15/18,Email,FALSE,English,English,19-24 years,01/15/18,01/30/18,Email,FALSE
a100000639,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,03/19/18,Email,FALSE
a100000640,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,02/28/18,Email,FALSE
a100000641,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,02/07/18,Email,FALSE
a100000642,01/15/18,Email,FALSE,English,English,19-24 years,01/15/18,04/05/18,Email,FALSE
a100000643,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000644,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000645,01/15/18,Email,TRUE,Spanish,Spanish,0-18 years,01/15/18,,Email,TRUE
a100000646,01/15/18,Email,TRUE,English,English,19-24 years,01/15/18,,Email,TRUE
a100000647,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000648,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000649,01/15/18,Email,TRUE,Spanish,Spanish,0-18 years,01/15/18,,Email,TRUE
a100000650,01/15/18,Email,TRUE,English,English,19-24 years,01/15/18,,Email,TRUE
a100000651,01/15/18,Email,FALSE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000652,01/15/18,Email,TRUE,English,English,24-30 years,01/15/18,,Email,TRUE
a100000653,01/15/18,Email,TRUE,English,English,0-18 years,01/15/18,,Email,TRUE
